tmin,tmax,tavg,humidity,speed,pressure
25.7,13.5,17.9,82.8,8.4,1011.2
20.9,10.1,14.7,79.6,11.6,1012.3
21.9,12.4,16.2,80.2,10.6,1007.3
22.7,12.9,17.1,75.6,14.5,1007.6
21.2,11.9,15.9,75.9,11.8,1014.3
19.3,10.2,13.9,81.1,12.6,1017.3
18.5,11.3,14.5,83.2,14.1,1014.9
22.1,13.2,16.9,80.7,13.1,1008.7
22.8,12.4,16.4,76.3,17.1,1007.4
20.2,11.6,15.6,74.3,10.1,1014.5
19.2,9.7,14.6,73.5,8.2,1020.4
22.0,8.3,15.3,69.8,4.9,1027.9
25.6,10.9,18.6,60.4,4.6,1026.6
27.7,14.2,21.1,61.6,9.4,1019.8
27.6,16.8,22.0,74.3,4.5,1015.3
28.1,16.2,22.0,75.9,3.6,1015.3
30.7,17.5,23.9,68.9,7.0,1011.9
31.5,18.3,23.9,71.3,5.4,1009.0
26.7,16.0,19.5,83.6,9.0,1013.1
23.7,11.6,18.0,70.3,5.5,1018.0
24.3,12.6,18.7,67.7,1.7,1018.9
28.4,15.1,21.1,62.8,9.0,1017.6
30.1,17.1,23.3,66.0,6.8,1014.4
27.2,14.8,19.5,81.8,4.9,1015.5
27.1,14.3,20.5,72.3,5.4,1014.5
29.8,16.9,22.6,74.1,7.1,1010.6
30.4,15.9,21.4,72.8,14.1,1012.2
22.8,12.9,17.5,71.1,13.1,1018.6
21.3,11.5,16.1,73.7,10.9,1020.7
20.7,11.2,15.4,76.8,11.4,1020.9
19.6,11.0,14.4,80.7,9.9,1020.1
18.1,9.5,13.8,80.3,8.6,1020.4
18.6,9.2,13.9,78.8,7.7,1019.1
18.6,11.2,14.7,81.6,11.6,1015.3
19.0,12.4,15.3,83.2,11.2,1014.1
20.2,12.4,16.1,84.3,5.6,1015.5
21.8,12.9,17.0,83.0,5.3,1019.1
23.2,11.3,17.1,80.6,5.4,1022.3
28.0,12.8,19.7,68.1,4.3,1022.8
31.6,16.1,23.4,60.6,7.5,1018.0
31.2,17.5,22.8,72.0,7.7,1017.1
26.9,15.9,21.0,77.6,7.4,1014.2
26.6,13.9,19.8,70.3,11.9,1013.6
24.6,11.4,17.8,71.7,5.1,1012.6
24.3,14.5,18.7,81.9,5.6,1008.3
24.0,14.3,18.5,81.8,7.9,1009.4
22.1,13.6,16.8,80.9,14.1,1011.9
19.6,7.2,13.5,77.7,9.4,1020.2
22.4,9.6,16.0,70.6,1.6,1019.8
24.9,11.2,17.9,68.3,5.6,1019.5
25.8,13.9,18.9,70.3,5.6,1015.7
22.0,13.9,17.0,83.7,4.8,1018.1
20.8,11.8,15.9,83.0,5.0,1024.5
21.6,11.9,16.6,79.0,2.9,1023.5
22.6,11.5,16.9,79.3,5.5,1021.4
22.6,10.9,16.6,77.2,6.5,1018.5
21.5,11.6,15.7,76.2,11.9,1018.0
17.7,8.1,12.6,73.1,14.0,1020.2
18.1,10.5,14.5,80.3,15.0,1017.8
19.6,11.2,15.2,77.8,11.7,1018.4
25.1,9.4,15.8,71.0,8.2,1019.9
28.2,12.1,19.6,65.2,8.5,1016.2
28.7,13.4,19.6,68.9,9.0,1009.6
19.8,10.3,13.3,86.8,6.6,1010.1
17.1,7.6,11.3,87.9,6.8,1014.6
17.1,9.1,13.3,78.4,13.1,1009.2
17.1,11.0,13.6,80.7,10.7,1016.2
20.5,9.8,14.2,77.9,8.2,1016.7
22.5,8.8,15.2,75.9,7.2,1014.7
23.0,10.6,16.1,78.4,9.1,1010.2
17.4,6.8,10.3,84.1,9.6,1017.9
15.1,3.3,8.8,80.0,4.8,1022.9
15.7,4.9,10.2,75.3,9.9,1015.5
14.7,5.9,10.2,78.4,17.3,1013.4
16.4,4.0,9.4,76.1,5.3,1013.0
19.1,7.3,13.6,76.7,6.5,1004.7
22.1,9.0,14.6,78.1,9.6,1007.4
23.7,11.6,17.7,74.9,11.4,1005.2
20.7,11.0,14.1,80.9,13.4,1012.1
18.9,6.5,11.9,78.5,8.5,1018.5
19.5,8.1,13.5,76.9,12.8,1016.4
16.7,4.8,10.0,78.9,6.2,1021.9
17.9,7.3,12.5,86.9,5.4,1017.2
18.2,8.2,12.6,86.8,3.4,1016.4
19.4,7.7,13.0,81.4,9.3,1013.2
19.1,7.9,12.5,78.3,17.9,1011.1
17.6,8.6,13.0,75.7,18.7,1009.9
17.9,7.5,11.7,82.5,14.8,1010.0
11.5,6.1,8.3,85.3,15.6,1013.7
12.2,3.9,7.8,80.1,15.0,1010.5
12.1,4.0,7.6,77.1,17.1,1008.5
10.0,3.8,6.7,85.6,10.2,1012.3
10.8,-0.7,4.2,87.0,3.1,1015.7
12.2,0.9,7.5,82.0,9.4,1013.8
13.3,3.9,7.8,86.7,8.5,1010.5
15.6,6.0,10.4,84.1,11.3,1005.3
16.2,6.7,10.7,86.5,6.2,1010.4
14.2,5.4,9.1,89.3,9.5,1012.8
17.7,4.4,9.8,81.2,10.1,1018.9
19.2,6.1,12.3,80.6,9.0,1019.7
19.7,6.1,12.1,81.5,6.9,1019.6
19.2,5.0,10.6,87.5,3.9,1020.4
15.9,5.8,10.4,91.0,3.4,1023.2
13.3,7.3,10.1,90.9,4.8,1026.8
11.6,6.3,8.7,86.1,3.5,1024.9
10.0,5.9,7.7,87.9,7.6,1015.0
9.7,2.2,6.0,78.6,19.2,1006.8
6.5,-0.9,1.7,78.6,3.9,1006.0
4.8,-1.4,1.1,89.4,12.1,1004.0
3.7,-4.5,-0.8,91.1,4.0,1015.8
3.4,-3.6,-0.2,91.3,5.1,1009.8
5.9,-1.5,2.1,91.5,11.3,1006.7
7.9,0.4,3.5,84.7,14.4,1006.6
10.3,2.2,7.2,88.1,13.7,998.3
10.7,2.2,6.0,87.0,11.7,1005.7
10.7,4.4,8.0,83.6,12.3,1006.1
10.9,5.7,8.5,88.3,10.4,1000.9
9.7,4.2,6.0,87.2,16.1,1002.1
7.4,2.4,4.5,85.5,20.4,1010.3
8.9,4.3,7.3,84.8,20.5,1015.3
9.3,6.2,7.4,87.6,15.1,1013.8
9.4,3.2,6.1,90.6,10.8,1017.6
11.9,4.0,8.0,74.7,15.4,1011.2
12.3,5.8,8.8,82.1,9.5,1017.2
9.2,3.1,5.7,91.7,6.6,1028.6
7.8,-0.5,2.9,89.1,2.7,1035.3
6.0,-1.4,1.4,91.0,6.5,1030.0
4.7,-1.4,1.2,92.3,5.8,1024.9
5.1,-1.1,1.8,93.9,8.3,1021.7
6.0,-0.3,2.5,92.9,10.3,1015.8
7.2,0.7,4.3,94.4,5.5,1018.3
7.7,2.4,5.0,94.1,5.9,1024.0
7.8,2.0,4.5,94.1,9.5,1024.9
7.2,2.6,4.5,92.2,12.0,1023.4
7.5,2.1,4.8,94.5,5.5,1025.0
7.3,2.8,5.2,95.1,7.3,1022.4
7.7,2.2,4.8,93.8,5.1,1020.7
8.9,2.4,5.8,88.0,11.6,1014.7
9.3,2.8,6.0,91.2,8.9,1009.6
9.1,4.6,7.0,93.7,3.7,1006.6
8.6,4.9,6.8,91.2,4.3,998.4
8.2,2.1,4.7,89.6,8.8,994.6
3.6,-0.8,1.0,90.6,10.6,1009.2
1.6,-3.1,-1.0,90.3,7.5,1014.0
0.9,-3.5,-1.0,93.6,4.3,1010.7
0.4,-4.3,-2.1,90.5,9.6,1005.4
1.3,-2.9,-0.1,90.7,12.2,996.6
0.6,-7.7,-3.7,88.5,10.2,1003.8
-1.7,-8.6,-4.7,90.8,7.7,1011.8
-3.3,-10.7,-7.4,92.2,4.7,1015.8
-4.6,-11.5,-7.7,92.3,5.4,1020.8
-4.1,-9.5,-6.5,91.8,9.7,1010.6
-2.7,-7.2,-4.9,92.0,2.8,1011.6
0.9,-3.5,-1.0,93.6,4.3,1010.7
0.4,-4.3,-2.1,90.5,9.6,1005.4
1.3,-2.9,-0.1,90.7,12.2,996.6
0.6,-7.7,-3.7,88.5,10.2,1003.8
-1.7,-8.6,-4.7,90.8,7.7,1011.8
-3.3,-10.7,-7.4,92.2,4.7,1015.8
-4.6,-11.5,-7.7,92.3,5.4,1020.8
-4.1,-9.5,-6.5,91.8,9.7,1010.6
-2.7,-7.2,-4.9,92.0,2.8,1011.6
-2.2,-6.6,-4.1,91.6,8.7,1016.9
-2.7,-9.7,-6.2,90.7,8.6,1019.0
-3.6,-12.0,-7.9,87.7,8.9,1020.2
1.3,-7.5,-2.2,84.6,17.4,1011.8
2.6,-1.0,0.9,95.8,9.7,1009.2
2.8,-0.6,0.9,96.1,9.7,1011.1
1.5,-1.9,-0.5,95.4,8.9,1012.9
-0.1,-3.0,-1.8,95.4,5.7,1021.1
-1.8,-5.6,-3.8,93.2,5.5,1028.1
-3.6,-9.6,-6.9,88.3,9.6,1023.0
-5.9,-11.3,-8.8,85.9,6.4,1023.7
-6.1,-11.3,-8.7,87.7,9.6,1021.9
2.5,-9.1,-3.3,92.8,12.8,1011.8
6.8,-0.9,3.5,90.7,13.1,1006.8
7.7,2.8,5.3,84.0,14.8,1005.1
7.0,2.0,4.2,87.4,14.9,1007.1
6.3,-0.7,2.8,81.2,15.9,1010.8
2.7,-5.9,-2.5,81.6,9.4,1028.1
4.5,-3.7,1.2,65.8,14.8,1019.0
5.9,-0.3,3.0,78.9,16.4,1016.9
5.7,1.0,2.7,75.4,16.1,1009.2
